"","player_name","nameFirst","nameLast","season","pass_defended","total_intercept","total_fumble_forced","total_assist_tackle","total_sack","total_solo_tackle","position","posteam","posteam_type","defteam","total_pos_time_in_minutes_per_game"
"73081","T.Thompson","Tim","Thompson",2018,NA,NA,NA,3,NA,4,"DE","CAR","home","SEA",31.7915584415584
"73166","T.Thompson","Trenton","Thompson",2018,NA,NA,NA,NA,NA,6,"DT","LA","home","SEA",30.9580459770115
"73180","T.Thompson","Tyrell","Thompson",2018,1,NA,NA,NA,NA,5,"DT","LAC","away","SEA",31.7628019323672
"73252","T.Wade","Trevin","Wade",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"73286","T.Walker","Tyrunn","Walker",2018,2,NA,NA,NA,NA,NA,"DL","CHI","home","DET",29.0062770562771
"73294","T.Walker","Tray","Walker",2018,NA,NA,NA,NA,NA,1,"DB","DAL","home","DET",35.3291187739464
"73328","T.Walker","Tyrunn","Walker",2017,NA,NA,NA,NA,1,2,"DL","IND","away","LA",26.9471428571429
"73336","T.Walker","Tray","Walker",2017,NA,NA,NA,NA,NA,1,"DB","JAX","home","LA",29.9951612903226
"73370","T.Walker","Tyrunn","Walker",2017,NA,NA,NA,1,NA,NA,"DL","NYG","home","LA",26.6333333333333
"73378","T.Walker","Tray","Walker",2017,NA,NA,NA,2,NA,2,"DB","PHI","away","LA",30.5454166666667
"73431","T.Ward","Tim","Ward",2017,NA,NA,NA,1,NA,5,"DE","CAR","home","TB",34.2297619047619
"73459","T.Ward","Tim","Ward",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"73466","T.Watt","T.J.","Watt",2018,NA,NA,NA,NA,NA,4,"LB","BAL","home","PIT",29.4602564102564
"73480","T.Watt","T.J.","Watt",2018,NA,NA,2,NA,NA,5,"LB","JAX","home","PIT",29.0191756272401
"73504","T.Waynes","Trae","Waynes",2017,1,1,NA,NA,NA,6,"DB","GB","away","MIN",34.4724899598394
"73530","T.White","Teryl","White",2018,NA,NA,NA,NA,NA,2,"DT","BAL","home","BUF",27.7869636963696
"73532","T.White","Tre'Davious","White",2018,NA,NA,NA,NA,NA,2,"DB","BAL","home","BUF",27.7869636963696
"73536","T.White","Tracy","White",2017,1,NA,NA,1,NA,4,"LB","CAR","home","BUF",27.914367816092
"73586","T.White","Teryl","White",2018,NA,NA,NA,NA,NA,2,"DT","HOU","home","BUF",31.0614718614719
"73588","T.White","Tre'Davious","White",2018,NA,NA,NA,NA,NA,2,"DB","HOU","home","BUF",31.0614718614719
"73592","T.White","Tracy","White",2017,NA,NA,NA,NA,NA,4,"LB","IND","away","BUF",38.0990842490842
"73642","T.White","Teryl","White",2017,3,1,NA,2,NA,2,"DT","MIA","away","BUF",34.3373626373626
"73644","T.White","Tre'Davious","White",2017,3,1,NA,2,NA,2,"DB","MIA","away","BUF",34.3373626373626
"73648","T.White","Tracy","White",2017,NA,NA,NA,1,NA,5,"LB","MIA","home","BUF",33.8325670498084
"73698","T.White","Teryl","White",2017,1,NA,NA,1,NA,2,"DT","NO","away","BUF",30.8622340425532
"73700","T.White","Tre'Davious","White",2017,1,NA,NA,1,NA,2,"DB","NO","away","BUF",30.8622340425532
"73704","T.White","Tracy","White",2017,2,NA,NA,NA,NA,4,"LB","NYJ","away","BUF",33.5266666666667
"73754","T.White","Teryl","White",2018,NA,NA,NA,NA,NA,1,"DT","TEN","away","BUF",30.0574626865672
"73756","T.White","Tre'Davious","White",2018,NA,NA,NA,NA,NA,1,"DB","TEN","away","BUF",30.0574626865672
"73760","T.Whitehead","Tahir","Whitehead",2017,NA,NA,NA,2,0,2,"LB","ARI","away","DET",33.1023297491039
"73802","T.Whitehead","Tahir","Whitehead",2017,NA,NA,NA,1,1,4,"LB","GB","home","DET",31.5390350877193
"73844","T.Whitehead","Tahir","Whitehead",2018,NA,NA,NA,NA,NA,6,"LB","SF","home","OAK",30.212037037037
"73858","T.Williams","Travis","Williams",2018,1,NA,NA,1,NA,2,"LB","ARI","away","GB",31.9253012048193
"73942","T.Williams","Tre'","Williams",2018,NA,NA,NA,NA,NA,2,"LB","BUF","away","GB",30.6657777777778
"73956","T.Williams","Thomas","Williams",2018,NA,NA,NA,NA,NA,1,"LB","BUF","home","LAC",32.1526422764228
"73963","T.Williams","Trevardo","Williams",2018,NA,NA,NA,NA,NA,1,"DE","BUF","home","LAC",32.1526422764228
"73970","T.Williams","Tim","Williams",2018,NA,NA,NA,NA,NA,1,"LB","BUF","home","LAC",32.1526422764228
"74022","T.Williams","Travis","Williams",2018,NA,NA,NA,1,NA,2,"DB","CHI","home","GB",31.3998039215686
"74036","T.Williams","Terrell","Williams",2018,NA,NA,NA,1,NA,2,"DB","CHI","home","GB",31.3998039215686
"74064","T.Williams","Trevor","Williams",2018,NA,NA,NA,1,NA,NA,"DB","CIN","home","BAL",29.0079207920792
"74082","T.Williams","Travis","Williams",2017,NA,NA,NA,NA,0,1,"LB","CLE","away","BAL",31.0030797101449
"74166","T.Williams","Tre'","Williams",2018,NA,NA,NA,NA,NA,1,"LB","DEN","away","BAL",32.2029069767442
"74180","T.Williams","Thomas","Williams",2017,NA,NA,NA,NA,NA,1,"LB","DET","away","BAL",31.4759920634921
"74187","T.Williams","Trevardo","Williams",2017,NA,NA,NA,NA,NA,1,"DE","DET","away","BAL",31.4759920634921
"74194","T.Williams","Tim","Williams",2017,NA,NA,NA,NA,NA,1,"LB","DET","away","BAL",31.4759920634921
"74246","T.Williams","Travis","Williams",2017,NA,NA,NA,1,0,NA,"DB","GB","home","BAL",31.53
"74260","T.Williams","Terrell","Williams",2017,NA,NA,NA,1,0,NA,"DB","GB","home","BAL",31.53
"74288","T.Williams","Trevor","Williams",2017,NA,NA,NA,NA,NA,3,"DB","HOU","home","ARI",32.1610486891386
"74306","T.Williams","Travis","Williams",2017,NA,NA,NA,NA,NA,4,"LB","JAX","away","ARI",31.2623529411765
"74390","T.Williams","Tre'","Williams",2018,1,NA,NA,NA,NA,2,"LB","KC","away","LAC",33.0016877637131
"74404","T.Williams","Thomas","Williams",2017,NA,NA,NA,NA,NA,6,"LB","KC","away","SD",32.5906976744186
"74411","T.Williams","Trevardo","Williams",2017,NA,NA,NA,NA,NA,6,"DE","KC","away","SD",32.5906976744186
"74418","T.Williams","Tim","Williams",2017,NA,NA,NA,NA,NA,6,"LB","KC","away","SD",32.5906976744186
"74470","T.Williams","Travis","Williams",2017,NA,NA,NA,NA,NA,10,"DB","LA","home","ARI",31.0663904235727
"74484","T.Williams","Terrell","Williams",2017,NA,NA,NA,NA,NA,10,"DB","LA","home","ARI",31.0663904235727
"74512","T.Williams","Trevor","Williams",2018,NA,NA,NA,NA,NA,2,"DB","LA","home","GB",33.1048076923077
"74530","T.Williams","Travis","Williams",2018,NA,NA,NA,NA,NA,2,"LB","LA","home","LAC",27.5322807017544
"74614","T.Williams","Tre'","Williams",2018,NA,NA,NA,NA,NA,2,"LB","MIA","away","GB",27.9915708812261
"74628","T.Williams","Thomas","Williams",2018,NA,NA,NA,NA,NA,5,"LB","MIN","away","GB",36.5069444444444
"74635","T.Williams","Trevardo","Williams",2018,NA,NA,NA,NA,NA,5,"DE","MIN","away","GB",36.5069444444444
"74642","T.Williams","Tim","Williams",2018,NA,NA,NA,NA,NA,5,"LB","MIN","away","GB",36.5069444444444
"74694","T.Williams","Travis","Williams",2018,NA,NA,NA,NA,NA,5,"DB","NE","home","GB",30.6507662835249
"74708","T.Williams","Terrell","Williams",2018,NA,NA,NA,NA,NA,5,"DB","NE","home","GB",30.6507662835249
"74736","T.Williams","Trevor","Williams",2018,NA,NA,NA,NA,NA,1,"DB","NO","away","BAL",31.1693181818182
"74754","T.Williams","Travis","Williams",2017,1,NA,NA,1,NA,4,"LB","NYG","away","ARI",29.1736434108527
"74838","T.Williams","Tre'","Williams",2017,NA,NA,NA,NA,NA,1,"LB","PIT","away","BAL",29.8168402777778
"74852","T.Williams","Thomas","Williams",2018,NA,NA,NA,NA,1,2,"LB","PIT","home","BAL",27.7725738396624
"74859","T.Williams","Trevardo","Williams",2018,NA,NA,NA,NA,1,2,"DE","PIT","home","BAL",27.7725738396624
"74866","T.Williams","Tim","Williams",2018,NA,NA,NA,NA,1,2,"LB","PIT","home","BAL",27.7725738396624
"74918","T.Williams","Travis","Williams",2017,1,NA,NA,NA,NA,1,"DB","SEA","home","ARI",34.155625
"74932","T.Williams","Terrell","Williams",2017,1,NA,NA,NA,NA,1,"DB","SEA","home","ARI",34.155625
"74960","T.Williams","Trevor","Williams",2018,NA,NA,NA,1,NA,5,"DB","SEA","home","GB",28.82
"74978","T.Williams","Travis","Williams",2018,NA,NA,NA,1,NA,2,"LB","SF","away","GB",29.7818181818182
"75062","T.Williams","Tre'","Williams",2017,2,NA,NA,NA,NA,4,"LB","SF","home","ARI",31.1449275362319
"75076","T.Williams","Thomas","Williams",2017,1,1,NA,NA,NA,1,"LB","TB","away","ARI",33.0893258426966
"75083","T.Williams","Trevardo","Williams",2017,1,1,NA,NA,NA,1,"DE","TB","away","ARI",33.0893258426966
"75090","T.Williams","Tim","Williams",2017,1,1,NA,NA,NA,1,"LB","TB","away","ARI",33.0893258426966
"75142","T.Williams","Travis","Williams",2018,NA,NA,NA,NA,NA,1,"DB","TEN","away","LAC",30.7074712643678
"75156","T.Williams","Terrell","Williams",2018,NA,NA,NA,NA,NA,1,"DB","TEN","away","LAC",30.7074712643678
"75184","T.Williams","Trevor","Williams",2017,NA,NA,NA,NA,NA,1,"DB","WAS","away","DAL",30.1262820512821
"75202","T.Williams","Travis","Williams",2017,1,NA,NA,1,NA,1,"LB","WAS","home","ARI",34.8345238095238
"75286","T.Williams","Tre'","Williams",2017,NA,NA,NA,NA,NA,1,"LB","WAS","home","PHI",31.59375
"75338","T.Wilson","Tracy","Wilson",2018,NA,NA,NA,NA,NA,4,"DB","CHI","home","DET",29.0062770562771
"75492","T.Wilson","Tracy","Wilson",2018,NA,NA,NA,NA,NA,3,"DB","NYJ","away","DET",27.8445147679325
"75534","T.Young","Tavon","Young",2018,1,NA,NA,NA,2,3,"DB","BUF","away","BAL",32.5727777777778
"75545","T.Young","Trevon","Young",2018,NA,NA,NA,NA,NA,2,"DE","CIN","away","BAL",30.9413333333333
"75636","U.Nwosu","Uchenna","Nwosu",2018,NA,NA,NA,1,NA,1,"LB","CLE","home","LAC",27.2043010752688
"75650","U.Unga","Uani'","Unga",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"75657","V.Beasley","Vic","Beasley",2017,NA,NA,NA,1,1,4,"DE","CAR","home","ATL",33.1086206896552
"75671","V.Beasley","Vic","Beasley",2017,NA,NA,NA,NA,NA,1,"DE","NYJ","home","ATL",30.2280487804878
"75706","V.Burfict","Vontaze","Burfict",2018,NA,NA,NA,NA,NA,1,"LB","BAL","home","CIN",30.2197278911565
"75720","V.Burfict","Vontaze","Burfict",2017,NA,NA,NA,NA,NA,2,"LB","PIT","home","CIN",31.7594444444444
"75762","V.Butler","Victor","Butler",2018,NA,NA,NA,NA,NA,2,"LB","PIT","home","CAR",31.6611872146119
"75783","V.Curry","Vinny","Curry",2017,NA,NA,NA,NA,0,NA,"DE","LA","home","PHI",28.5449494949495
"75800","V.Davis","Vontae","Davis",2018,NA,NA,NA,NA,NA,1,"DB","LAC","away","BUF",30.4212719298246
"75832","V.Miller","Von","Miller",2017,1,NA,NA,NA,0,1,"LB","IND","home","DEN",29.5647342995169
"75846","V.Miller","Von","Miller",2017,NA,NA,1,1,1,5,"LB","OAK","away","DEN",31.7176940639269
"75860","V.Rey","Vincent","Rey",2018,NA,NA,NA,1,NA,NA,"LB","CIN","home","CLE",35.8960992907801
"75882","V.Taylor","Vincent","Taylor",2018,NA,NA,NA,NA,1,1,"DT","CHI","away","MIA",33.8864341085271
"75896","V.Taylor","Vincent","Taylor",2018,NA,NA,NA,2,NA,1,"DT","NE","home","MIA",27.8251773049645
"75910","V.Wilfork","Vince","Wilfork",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"75930","V.Williams","Vince","Williams",2018,2,2,NA,NA,2,6,"LB","CAR","away","PIT",26.1120253164557
"75958","V.Williams","Vince","Williams",2017,NA,NA,NA,1,NA,4,"LB","CLE","home","PIT",26.1184959349593
"75986","V.Williams","Vince","Williams",2017,NA,NA,NA,2,1,5,"LB","JAX","away","PIT",30.5596244131455
"76014","V.Williams","Vince","Williams",2018,NA,NA,NA,2,NA,1,"LB","NE","away","PIT",34.9510416666667
"76038","W.Aikens","Walt","Aikens",2018,NA,NA,NA,NA,NA,1,"DB","MIA","home","TEN",32.8981481481481
"76049","W.Clarke","Will","Clarke",2017,1,NA,NA,NA,2,3,"DE","GB","home","TB",33.26038647343
"76056","W.Compton","Will","Compton",2017,NA,NA,NA,NA,NA,3,"LB","DAL","away","WAS",31.1210622710623
"76105","W.Gholston","William","Gholston",2018,NA,NA,NA,NA,0,1,"DE","CAR","away","TB",35.6509920634921
"76119","W.Gholston","William","Gholston",2018,NA,NA,NA,NA,0,NA,"DE","SF","away","TB",29.7664705882353
"76133","W.Hayes","William","Hayes",2017,NA,NA,NA,NA,1,1,"DE","LAC","home","MIA",32.92875
"76147","W.Hayes","William","Hayes",2017,NA,NA,NA,NA,NA,3,"DE","TEN","away","MIA",27.5136546184739
"76162","W.Henry","Willie","Henry",2017,NA,NA,NA,1,2,4,"DT","GB","home","BAL",31.53
"76203","W.Horton","Wes","Horton",2017,NA,NA,1,NA,1,1,"DE","SF","home","CAR",27.7351111111111
"76322","W.Mercilus","Whitney","Mercilus",2017,NA,NA,NA,1,NA,2,"LB","JAX","away","HOU",28.0416666666667
"76378","W.Woodyard","Wesley","Woodyard",2017,1,NA,NA,3,NA,9,"LB","BAL","away","TEN",32.6286941580756
"76392","W.Woodyard","Wesley","Woodyard",2018,1,NA,NA,1,1,9,"LB","JAX","home","TEN",27.2907407407407
"76406","W.Woodyard","Wesley","Woodyard",2017,NA,NA,NA,NA,NA,1,"LB","TEN","home","HOU",32.1861471861472
"76413","W.Young","Willie","Young",2017,NA,NA,NA,1,1,1,"DE","PIT","away","CHI",29.9713991769547
"76430","X.Howard","Xavien","Howard",2017,1,NA,NA,NA,NA,3,"DB","BUF","away","MIA",29.5244186046512
"76444","X.Howard","Xavien","Howard",2017,NA,NA,NA,2,NA,NA,"DB","NE","home","MIA",28.9874531835206
"76458","X.Rhodes","Xavier","Rhodes",2018,2,NA,NA,NA,NA,2,"DB","BUF","away","MIN",26.3270833333333
"76472","X.Rhodes","Xavier","Rhodes",2018,NA,NA,NA,NA,NA,1,"DB","LA","home","MIN",32.7439189189189
"76511","Y.Ngakoue","Yannick","Ngakoue",2018,NA,NA,NA,1,0,NA,"DE","BUF","home","JAX",32.6582304526749
"76525","Y.Ngakoue","Yannick","Ngakoue",2018,NA,NA,NA,NA,0,NA,"DE","NE","away","JAX",29.8636363636364
"76602","Z.Cunningham","Zach","Cunningham",2017,NA,NA,NA,NA,NA,1,"LB","HOU","away","LA",26.4925093632959
"76616","Z.Cunningham","Zach","Cunningham",2018,NA,NA,NA,2,NA,4,"LB","NYG","away","HOU",31.1713080168776
"76630","Z.Franklin","Zaire","Franklin",2018,NA,NA,NA,NA,NA,1,"LB","IND","away","PHI",33.8316666666667
"76644","Z.Franklin","Zaire","Franklin",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"76652","Z.Kerr","Zach","Kerr",2017,NA,NA,NA,2,0,1,"DT","IND","home","DEN",29.5647342995169
"76666","Z.Kerr","Zach","Kerr",2017,NA,NA,NA,1,NA,1,"DT","WAS","home","DEN",32.4954022988506
"76728","Z.Vigil","Zach","Vigil",2018,NA,NA,NA,NA,NA,1,"LB","PHI","home","WAS",29.6371212121212
"76738","I.Johnson","Isaiah","Johnson",2018,NA,NA,NA,NA,0,1,"DB","ARI","away","LA",31.2400537634409
"76752","I.Johnson","Isaiah","Johnson",2018,NA,NA,NA,NA,NA,5,"DB","CHI","home","TB",25.0997967479675
"76766","I.Johnson","Isaiah","Johnson",2017,NA,NA,NA,NA,NA,1,"DB","NO","away","TB",36.9930379746835
"76780","I.Johnson","Isaiah","Johnson",2018,NA,NA,NA,1,NA,NA,"DB","TB","away","CIN",31.8688473520249
"76808","J.Nelson","J.R.","Nelson",2018,NA,NA,NA,NA,NA,1,"DB","ARI","home","CHI",33.0166666666667
"76822","J.Nelson","Jonathan","Nelson",2017,NA,NA,NA,NA,NA,1,"DB","GB","away","MIN",34.4724899598394
"76850","M.Brown","Marcus","Brown",2017,NA,NA,NA,2,1,3,"DB","BUF","away","NE",30.5706896551724
"76892","M.Brown","Marcus","Brown",2018,NA,NA,NA,NA,NA,1,"DB","BUF","home","NE",34.6788235294118
"76934","M.Brown","Marcus","Brown",2018,NA,NA,NA,NA,NA,3,"DB","CHI","home","NE",29.9535256410256
"76976","M.Brown","Marcus","Brown",2018,NA,NA,NA,1,NA,NA,"DB","GB","away","NE",27.3681318681319
"77018","M.Brown","Marcus","Brown",2018,NA,NA,NA,1,0,1,"DB","HOU","away","NE",33.1368421052632
"77060","M.Brown","Marcus","Brown",2018,NA,NA,NA,NA,NA,5,"DB","JAX","home","NE",32.1697802197802
"77102","M.Brown","Marcus","Brown",2018,NA,NA,NA,NA,NA,1,"DB","LA","home","KC",31.2354938271605
"77144","M.Brown","Marcus","Brown",2017,NA,NA,NA,NA,NA,3,"DB","MIA","home","NE",32.1293560606061
"77186","M.Brown","Marcus","Brown",2018,NA,NA,NA,1,NA,1,"DB","MIN","away","NE",31.2890350877193
"77228","M.Brown","Marcus","Brown",2017,NA,NA,NA,NA,1,4,"DB","NYJ","home","NE",30.5782456140351
"77270","M.Brown","Marcus","Brown",2018,NA,NA,NA,3,NA,1,"DB","PIT","home","NE",28.315367965368
"77312","M.Brown","Marcus","Brown",2017,NA,NA,NA,NA,NA,2,"DB","TB","home","NE",34.6652173913044
"77464","A.Zettel","Anthony","Zettel",2017,NA,NA,NA,NA,0,NA,"DT","CHI","away","DET",37.0753875968992
"77478","A.Zettel","Anthony","Zettel",2017,NA,NA,NA,2,0,NA,"DT","TB","home","DET",31.3224206349206
"77512","B.Gedeon","Ben","Gedeon",2017,NA,NA,NA,NA,NA,3,"LB","GB","home","MIN",31.0751028806584
"77526","B.Gedeon","Ben","Gedeon",2018,NA,NA,NA,1,NA,3,"LB","SF","away","MIN",30.671686746988
"77564","B.King","Brandon","King",2018,NA,NA,NA,NA,NA,1,"DB","HOU","away","NE",33.1368421052632
"77578","B.King","Brandon","King",2018,NA,NA,NA,1,NA,NA,"DB","MIA","home","NE",30.582380952381
"77618","B.Nichols","Bilal","Nichols",2018,NA,NA,NA,NA,NA,3,"DT","DET","home","CHI",31.1987804878049
"77632","B.Nichols","Bilal","Nichols",2018,NA,NA,NA,NA,NA,1,"DT","SEA","away","CHI",33.8950191570881
"77646","B.Speaks","Breeland","Speaks",2018,NA,NA,NA,NA,0,NA,"DT","ARI","away","KC",33.2672222222222
"77659","C.Carradine","Cornellius","Carradine",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"77662","C.Greenwood","Chris","Greenwood",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"77670","C.Hughlett","Charley","Hughlett",2018,NA,NA,1,NA,NA,2,"LS","CLE","home","BAL",36.925873015873
"77694","C.Munson","Calvin","Munson",2017,NA,NA,NA,3,NA,2,"LB","DAL","away","NYG",31.3029535864979
"77724","C.Ringo","Christian","Ringo",2018,NA,NA,NA,NA,NA,2,"DL","DEN","away","CIN",31.9373983739837
"77764","D.Alexander","Dominique","Alexander",2018,NA,NA,NA,NA,NA,1,"LB","PHI","home","NYG",33.8221568627451
"77781","D.Alexander","D.J.","Alexander",2017,NA,NA,NA,NA,NA,2,"OLB","SEA","away","ARI",27.6692156862745
"77998","D.Ross","Devin","Ross",2018,NA,NA,NA,NA,NA,1,"DB","DET","away","DAL",25.0752380952381
"78012","D.Ross","Devin","Ross",2018,NA,NA,NA,1,NA,NA,"DB","NO","away","DAL",30.446875
"78026","D.Ross","Devin","Ross",2017,NA,NA,NA,NA,0,NA,"DB","OAK","home","DAL",34.0052325581395
"78040","D.Ross","Devin","Ross",2017,NA,NA,NA,NA,NA,1,"DB","SEA","away","DAL",32.0980263157895
"78108","G.Jarrett","Grady","Jarrett",2017,NA,NA,NA,1,1,3,"DT","MIN","away","ATL",31.0263888888889
"78324","J.Hull","Josh","Hull",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"78331","J.Nading","Jesse","Nading",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"78374","J.Shirley","Jason","Shirley",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"78380","J.Tavai","Jahlani","Tavai",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"78387","J.Worthy","Jerel","Worthy",2018,NA,NA,NA,1,NA,1,"DE","PHI","away","TB",30.2503333333333
"78527","K.Smith","Kenny","Smith",2018,NA,NA,NA,1,NA,NA,"DE","CIN","home","OAK",31.8117647058824
"78534","K.Smith","Kendall","Smith",2018,NA,NA,NA,1,NA,NA,"LB","CIN","home","OAK",31.8117647058824
"78576","K.Smith","Keith","Smith",2017,NA,NA,NA,NA,NA,1,"LB","DAL","home","LA",30.4395348837209
"78584","K.Smith","Kenny","Smith",2017,NA,NA,NA,NA,NA,1,"DT","GB","away","DAL",34.6267932489451
"78632","K.Smith","Kelvin","Smith",2017,NA,NA,1,NA,NA,1,"LB","OAK","home","DAL",34.0052325581395
"78667","K.Smith","Kenny","Smith",2017,NA,NA,NA,NA,NA,1,"DE","PHI","home","DAL",30.2897286821705
"78674","K.Smith","Kendall","Smith",2017,NA,NA,NA,NA,NA,1,"LB","PHI","home","DAL",30.2897286821705
"78705","K.Turay","Kemoko","Turay",2018,NA,NA,NA,NA,NA,1,"OLB","NYJ","home","IND",32.9404513888889
"78765","M.Evans","Maurice","Evans",2017,NA,NA,NA,NA,NA,1,"DE","ATL","home","GB",31.1701646090535
"78793","M.Evans","Maurice","Evans",2017,NA,NA,NA,NA,NA,1,"DE","GB","away","DET",32.4435483870968
"78821","M.Evans","Maurice","Evans",2018,NA,NA,NA,NA,NA,1,"DE","TB","away","CHI",30.1137860082305
"78835","M.Fox","Morgan","Fox",2017,NA,NA,NA,NA,NA,1,"DE","HOU","away","LA",26.4925093632959
"78849","M.Fox","Morgan","Fox",2017,NA,NA,NA,1,1,NA,"DE","WAS","away","LA",30.7601851851852
"78864","M.Ioannidis","Matthew","Ioannidis",2018,NA,NA,NA,NA,1,6,"DT","ATL","away","WAS",30.0781746031746
"78878","M.Ioannidis","Matthew","Ioannidis",2018,NA,NA,NA,NA,NA,1,"DT","NO","home","WAS",29.9439583333333
"78891","M.Longacre","Matt","Longacre",2018,NA,NA,NA,NA,0,NA,"DE","DET","home","LA",34.9786738351254
"78905","M.Longacre","Matt","Longacre",2017,NA,NA,NA,NA,0,1,"DE","WAS","away","LA",30.7601851851852
"78912","M.Mauti","Michael","Mauti",2017,NA,NA,NA,NA,NA,1,"LB","TB","home","NO",29.2281144781145
"78975","N.Capi","Nordly","Capi",2017,NA,NA,NA,NA,NA,1,"DE","IND","away","BUF",38.0990842490842
"78982","N.DeLuca","Nick","DeLuca",2018,NA,NA,NA,NA,NA,1,"LB","JAX","away","BUF",32.2636200716846
"78992","N.Ebner","Nate","Ebner",2018,NA,NA,NA,NA,NA,1,"DB","NE","away","JAX",29.8636363636364
"79045","R.Gregory","Randy","Gregory",2018,NA,NA,NA,NA,1,1,"DE","PHI","away","DAL",37.3244131455399
"79136","S.Finch","Sharif","Finch",2018,NA,NA,NA,2,NA,6,"LB","NE","away","TEN",29.5102713178295
"79220","S.Johnson","Steven","Johnson",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"79227","S.Means","Steven","Means",2018,NA,NA,NA,1,NA,NA,"DE","CIN","away","ATL",35.1957446808511
"79270","S.Siliga","Sealver","Siliga",2017,NA,NA,NA,1,NA,1,"DT","MIN","home","TB",29.1624542124542
"79563","T.Basham","Tarell","Basham",2018,NA,NA,NA,1,NA,NA,"DE","MIA","home","NYJ",27.6522222222222
"79592","T.Hester","Treyvon","Hester",2018,NA,NA,NA,NA,NA,2,"DT","NO","home","PHI",28.4755555555556
"79640","T.Jones","Taiwan","Jones",2017,NA,NA,NA,NA,NA,1,"LB","BUF","away","CIN",28.762734082397
"79816","T.McClain","Terrell","McClain",2018,NA,NA,NA,NA,NA,1,"DT","PHI","home","ATL",32.1864468864469
"79850","T.Vallejo","Tanner","Vallejo",2017,NA,NA,NA,NA,NA,1,"LB","MIA","home","BUF",33.8325670498084
"79872","X.Williams","Xavier","Williams",2017,NA,NA,NA,NA,NA,1,"DT","LA","away","ARI",29.2266260162602
"79885","Z.Anderson","Zach","Anderson",2017,NA,NA,NA,NA,NA,1,"DE","DEN","home","OAK",29.2108187134503
"79892","Z.Anderson","Zaire","Anderson",2017,NA,NA,NA,2,NA,2,"LB","LAC","home","DEN",32.2094650205761
"79899","Z.Anderson","Zach","Anderson",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"79913","Z.Moore","Zach","Moore",2018,NA,NA,NA,NA,1,1,"DE","SF","away","ARI",32.0623106060606
"79928","A.Billings","Andrew","Billings",2017,NA,NA,NA,NA,NA,1,"DT","BAL","away","CIN",30.4548850574713
"79942","A.Billings","Andrew","Billings",2017,NA,NA,NA,1,NA,3,"DT","TEN","home","CIN",33.5337719298246
"80004","A.Hall","Alex","Hall",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"80014","A.Hamilton","Antonio","Hamilton",2018,NA,NA,NA,NA,NA,2,"DB","NYG","away","SF",31.1891774891775
"80032","A.Highsmith","Alonzo","Highsmith",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"80067","A.Key","Arden","Key",2018,NA,NA,NA,NA,0,2,"DE","DEN","home","OAK",35.5641975308642
"80082","A.Moten","Anthony","Moten",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"80096","A.Spence","Akeem","Spence",2017,NA,NA,NA,NA,NA,1,"DT","ARI","away","DET",33.1023297491039
"80110","A.Spence","Akeem","Spence",2018,NA,NA,NA,NA,0,2,"DT","HOU","home","MIA",32.074593495935
"80146","B.Banks","Brandon","Banks",2017,NA,NA,NA,1,NA,NA,"DL","MIN","away","WAS",32.3837448559671
"80151","B.Bars","Brad","Bars",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"80152","B.Bass","Ben","Bass",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"80158","B.Bell","Brandon","Bell",2017,NA,NA,NA,1,NA,5,"LB","BAL","home","CIN",32.9809764309764
"80224","B.Brown","Blace","Brown",2017,NA,NA,NA,NA,NA,1,"DB","BAL","away","JAX",32.3902953586498
"80256","B.Brown","Beniquez","Brown",2017,NA,NA,NA,NA,NA,1,"LB","JAX","away","ARI",31.2623529411765
"80284","B.Brown","Blair","Brown",2018,NA,NA,NA,NA,NA,1,"LB","JAX","home","PHI",34.8872807017544
"80364","B.Facyson","Brandon","Facyson",2018,NA,NA,NA,NA,NA,1,"DB","CIN","away","LAC",33.0811507936508
"80376","B.Hall","Bryan","Hall",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"80382","B.Magee","Brandon","Magee",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"80452","B.Peters","Brian","Peters",2017,NA,NA,NA,NA,NA,3,"LB","TEN","home","HOU",32.1861471861472
